top_num,loc_num,avg_kl_top,avg_kl_loc,avg_recall
0.1,0.5,0.3671310027126964,0.015938067634482887,0.08571428571428573
0.1,0.55,0.3633293723799261,0.008406624234724928,0.08571428571428573
0.1,0.65,0.35438260211148426,0.008406624234724928,0.1
0.1,0.75,0.34989912298013187,0.008406624234724928,0.1
0.1,0.8,0.348608795455218,0.0063424714801765866,0.08571428571428573
0.1,0.9,0.2488646432624381,0.0047281310999498,0.05714285714285715
0.1,1.0,0.7032951068967622,0.011185492620856942,0.028571428571428574
0.2,0.0,0.3484411574311375,0.22791714590312284,0.1142857142857143
0.2,0.05,0.3413968955200431,0.17727566621977744,0.1142857142857143
0.2,0.1,0.34194640797552456,0.10858940231790469,0.1
0.2,0.2,0.33396580356410493,0.04052376037860979,0.1
0.2,0.25,0.3361928878206485,0.027525026333642212,0.1
0.2,0.4,0.34036922784260415,0.02025865006814237,0.1
0.2,0.45,0.33981751945483835,0.02025865006814237,0.08571428571428573
0.2,0.5,0.3483282537454166,0.008406624234724928,0.1
0.2,0.55,0.33024603841986594,0.010470776989273272,0.08571428571428573
0.2,0.65,0.32851104430548894,0.008406624234724928,0.08571428571428573
0.2,0.75,0.26201459360229445,0.0063424714801765866,0.07142857142857142
0.2,0.8,0.24550313042491675,0.005623557577329158,0.05714285714285715
0.2,0.9,0.5231666489172108,0.009571152240630158,0.028571428571428574
0.2,1.0,0.7015730361332995,0.011408702709571214,0.028571428571428574
0.25,0.0,0.33702135581002274,0.6082394577189619,0.1142857142857143
0.25,0.05,0.3335831778996156,0.14959774458918904,0.1142857142857143
0.25,0.1,0.3292075668841249,0.09369469607924887,0.1
0.25,0.2,0.3352842475822567,0.035056469733400174,0.1
0.25,0.25,0.3361928878206485,0.027525026333642212,0.1
0.25,0.4,0.3392243483487207,0.022322802822690713,0.1
0.25,0.45,0.32565088475198756,0.02025865006814237,0.07142857142857142
0.25,0.5,0.32297068591024497,0.010470776989273272,0.07142857142857142
0.25,0.55,0.3219012721851067,0.010470776989273272,0.07142857142857142
0.25,0.65,0.3001410587513019,0.010470776989273272,0.07142857142857142
0.25,0.75,0.2279025739695821,0.007237897957555943,0.05714285714285715
0.25,0.8,0.2916896922273399,0.0047281310999498,0.042857142857142864
0.25,0.9,0.5359454705032064,0.011185492620856942,0.028571428571428574
0.25,1.0,0.6862269781868936,0.013023043089797999,0.028571428571428574
0.4,0.0,0.32680955769861797,0.40758082199539675,0.1142857142857143
0.4,0.05,0.3302042635694942,0.09991404022413185,0.1142857142857143
0.4,0.1,0.3191368701765337,0.09045555554738204,0.1142857142857143
0.4,0.2,0.31018198985495854,0.03725355076343933,0.08571428571428573
0.4,0.25,0.31125140358009684,0.03725355076343933,0.08571428571428573
0.4,0.4,0.29453587665970116,0.019993582933884257,0.07142857142857142
0.4,0.45,0.2900637088955594,0.019993582933884257,0.07142857142857142
0.4,0.5,0.2590473974574462,0.010634790606446787,0.07142857142857142
0.4,0.55,0.23517292086478872,0.008570637851898443,0.07142857142857142
0.4,0.65,0.24842084383682944,0.006565681568890857,0.042857142857142864
0.4,0.75,0.38006718102347453,0.006342471480176586,0.028571428571428574
0.4,0.8,0.5112718902396207,0.0116353049951785,0.028571428571428574
0.4,0.9,0.5826097390696107,0.010017572418058701,0.028571428571428574
0.4,1.0,0.7063800014860196,0.031088798623329198,0.028571428571428574
0.45,0.0,0.29683838302505866,0.6366907217074019,0.1142857142857143
0.45,0.05,0.3012752338904131,0.12767090854375945,0.1142857142857143
0.45,0.1,0.2977531827505158,0.0849882649021724,0.08571428571428573
0.45,0.2,0.3011219689775851,0.047887023217507645,0.07142857142857142
0.45,0.25,0.297425998821225,0.03725355076343933,0.07142857142857142
0.45,0.4,0.2900637088955594,0.019993582933884257,0.07142857142857142
0.45,0.45,0.2506680679451613,0.010634790606446787,0.07142857142857142
0.45,0.5,0.23517292086478872,0.008570637851898443,0.07142857142857142
0.45,0.55,0.22729194981935524,0.007401911574729457,0.05714285714285715
0.45,0.65,0.2720764816900947,0.004442332342801758,0.042857142857142864
0.45,0.75,0.42895896006686646,0.012839198729312858,0.028571428571428574
0.45,0.8,0.5429047269896319,0.013249645375405286,0.028571428571428574
0.45,0.9,0.5774302477864375,0.019746015330580558,0.028571428571428574
0.45,1.0,0.7063800014860196,0.031088798623329198,0.028571428571428574
0.5,0.0,0.28843862068985554,0.66126661428368,0.1
0.5,0.05,0.2944048606827721,0.1254738275137203,0.1142857142857143
0.5,0.1,0.29697651749561116,0.0849882649021724,0.07142857142857142
0.5,0.2,0.29372959792459064,0.047887023217507645,0.07142857142857142
0.5,0.25,0.2967042575707141,0.03518939800889099,0.07142857142857142
0.5,0.4,0.2506680679451613,0.010634790606446787,0.07142857142857142
0.5,0.45,0.23402564323010905,0.009242854240563527,0.07142857142857142
0.5,0.5,0.2227343921646736,0.008793847940612715,0.05714285714285715
0.5,0.55,0.2428274211675005,0.008793847940612715,0.042857142857142864
0.5,0.65,0.3282738670812543,0.008874906837389687,0.028571428571428574
0.5,0.75,0.5112718902396207,0.0116353049951785,0.028571428571428574
0.5,0.8,0.5697694284883726,0.011408702709571214,0.028571428571428574
0.5,0.9,0.6179923960835658,0.021360355710807345,0.028571428571428574
0.5,1.0,0.7063800014860196,0.031088798623329198,0.028571428571428574
0.55,0.0,0.28759856597140177,0.6366907217074019,0.08571428571428573
0.55,0.05,0.29098575294748247,0.12767090854375945,0.08571428571428573
0.55,0.1,0.29141251291224274,0.08471822514912511,0.07142857142857142
0.55,0.2,0.2932719307334258,0.038158498787710535,0.08571428571428573
0.55,0.25,0.2916845303235132,0.03518939800889099,0.07142857142857142
0.55,0.4,0.22920071010188758,0.009242854240563527,0.07142857142857142
0.55,0.45,0.2227343921646736,0.008793847940612715,0.05714285714285715
0.55,0.5,0.23488459186256186,0.008793847940612715,0.042857142857142864
0.55,0.55,0.25220320319250195,0.0065064850973501,0.042857142857142864
0.55,0.65,0.3754219222006574,0.00767101310325533,0.028571428571428574
0.55,0.75,0.5346688891544701,0.01844316186247717,0.028571428571428574
0.55,0.8,0.58386211807884,0.011408702709571214,0.028571428571428574
0.55,0.9,0.6800844997412252,0.04081732305312631,0.028571428571428574
0.55,1.0,0.7063800014860196,0.031088798623329198,0.028571428571428574
0.65,0.0,0.2810936583401985,0.6313947717721928,0.1
0.65,0.05,0.27558310676540104,0.11794238411396234,0.1
0.65,0.1,0.2820439213001889,0.08471822514912511,0.08571428571428573
0.65,0.2,0.2662535652987311,0.031749892404141215,0.07142857142857142
0.65,0.25,0.2234223928277843,0.026133089967758958,0.07142857142857142
0.65,0.4,0.23109811301310462,0.008793847940612715,0.042857142857142864
0.65,0.45,0.23732966614275602,0.008570637851898443,0.042857142857142864
0.65,0.5,0.29542155397477937,0.016406350237147642,0.042857142857142864
0.65,0.55,0.36027787278326057,0.013313207665560529,0.028571428571428574
0.65,0.65,0.4772476022215821,0.02022038156078923,0.028571428571428574
0.65,0.75,0.5958444675257587,0.02937210631224037,0.028571428571428574
0.65,0.8,0.6125060230059817,0.03201261993389843,0.028571428571428574
0.65,0.9,0.7153708209871886,0.04915463567413565,0.028571428571428574
0.65,1.0,0.7548193211786811,0.057491948295145,0.028571428571428574
0.75,0.0,0.24924408912473842,0.6306652310904634,0.1
0.75,0.05,0.23960416530035947,0.1422390981732775,0.1
0.75,0.1,0.227051832140353,0.04214439418846584,0.08571428571428573
0.75,0.2,0.21578210411348864,0.023346156755122072,0.07142857142857142
0.75,0.25,0.21822037306156933,0.01632529134037067,0.05714285714285715
0.75,0.4,0.2825946830341423,0.022903077486283917,0.042857142857142864
0.75,0.45,0.28938447133122197,0.022903077486283917,0.042857142857142864
0.75,0.5,0.390264129439339,0.015377360420108871,0.028571428571428574
0.75,0.55,0.41624694155336817,0.016991700800335657,0.028571428571428574
0.75,0.65,0.5487615787449375,0.01844316186247717,0.028571428571428574
0.75,0.75,0.6295885369655979,0.0346679747301743,0.028571428571428574
0.75,0.8,0.6460208430475457,0.04300528735118364,0.028571428571428574
0.75,0.9,0.7075558272996962,0.04461962773141043,0.028571428571428574
0.75,1.0,0.7470043274911887,0.05295694035241977,0.028571428571428574
0.8,0.0,0.23159607349270003,0.8179220399760022,0.1
0.8,0.05,0.2392326694030831,0.1422390981732775,0.1
0.8,0.1,0.21349165248406535,0.0642759641480317,0.07142857142857142
0.8,0.2,0.21360673755826085,0.023346156755122072,0.07142857142857142
0.8,0.25,0.22378506475416524,0.01632529134037067,0.042857142857142864
0.8,0.4,0.28938447133122197,0.022903077486283917,0.042857142857142864
0.8,0.45,0.37622539134560956,0.019505665929205558,0.028571428571428574
0.8,0.5,0.41624694155336817,0.016991700800335657,0.028571428571428574
0.8,0.55,0.4396956293919728,0.016991700800335657,0.028571428571428574
0.8,0.65,0.5661596766945864,0.035117787104495854,0.028571428571428574
0.8,0.75,0.6295885369655979,0.0346679747301743,0.028571428571428574
0.8,0.8,0.6657569369624664,0.04300528735118364,0.028571428571428574
0.8,0.9,0.757348450773538,0.05295694035241977,0.028571428571428574
0.8,1.0,0.7470043274911887,0.05295694035241977,0.028571428571428574
0.9,0.0,0.20313227846874593,0.7821538911821808,0.1
0.9,0.05,0.2085974739883086,0.10382607603817494,0.08571428571428573
0.9,0.1,0.20224201905431594,0.07135840124783885,0.05714285714285715
0.9,0.2,0.24903984774720284,0.02462083688175291,0.05714285714285715
0.9,0.25,0.256308990467112,0.021295597738728283,0.05714285714285715
0.9,0.4,0.3969011147912518,0.02216102072548143,0.028571428571428574
0.9,0.45,0.41624694155336817,0.016991700800335657,0.028571428571428574
0.9,0.5,0.4672950389784569,0.018606041180562444,0.028571428571428574
0.9,0.55,0.5345268399445752,0.03350344672426907,0.028571428571428574
0.9,0.65,0.6295885369655979,0.0346679747301743,0.028571428571428574
0.9,0.75,0.6657569369624664,0.04300528735118364,0.028571428571428574
0.9,0.8,0.6450312752911286,0.04300528735118364,0.028571428571428574
0.9,0.9,0.7558582573574318,0.05295694035241977,0.014285714285714287
0.9,1.0,0.7470043274911887,0.05295694035241977,0.028571428571428574
1.0,0.0,0.19501067542930475,0.767536436479128,0.07142857142857142
1.0,0.05,0.2042441854567063,0.07135840124783885,0.042857142857142864
1.0,0.1,0.23363026101571618,0.05738083957259952,0.042857142857142864
1.0,0.2,0.28734826271793723,0.04831409722549606,0.05714285714285715
1.0,0.25,0.3015020488167593,0.018200463238648684,0.042857142857142864
1.0,0.4,0.44277942251919983,0.016991700800335657,0.028571428571428574
1.0,0.45,0.4922249213121706,0.022510779306983857,0.028571428571428574
1.0,0.5,0.5345268399445752,0.03350344672426907,0.028571428571428574
1.0,0.55,0.5661596766945864,0.035117787104495854,0.028571428571428574
1.0,0.65,0.6460208430475457,0.04300528735118364,0.028571428571428574
1.0,0.75,0.6657569369624664,0.04300528735118364,0.028571428571428574
1.0,0.8,0.6450312752911286,0.04300528735118364,0.028571428571428574
1.0,0.9,0.7558582573574318,0.05295694035241977,0.014285714285714287
1.0,1.0,0.7470043274911887,0.05295694035241977,0.028571428571428574
